customer_id,signup_date,age,country,device,acquisition_channel,plan,billing_cycle,payment_method,base_price,total_discount_pct,monthly_fee,late_payments_6m,usage_days_30,avg_session_minutes,content_diversity,engagement_trend,support_tickets_6m,avg_ticket_resolution_hours,had_streaming_issues,refund_requests_12m,tenure_months,churn_probability_true,churned,churned_month
6200,2021-11-07,37,ES,Tablet,Paid Search,Standard,Annual,PayPal,13.99,0.20134148026253218,11.17,0,20,45.0,14,0.22,1,2.4,0,0,50,0.4024,0,
6201,2025-09-10,68,NL,Desktop,Paid Search,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,7,36.2,4,-0.56,0,26.2,0,0,4,0.7671,1,7.0
6202,2025-10-07,19,UK,SmartTV,Social,Premium,Monthly,Debit Card,17.99,0.05,17.09,0,17,36.5,4,-0.13,0,10.6,0,0,3,0.6377,0,
6203,2022-02-09,57,US,Tablet,Paid Search,Premium,Monthly,Apple Pay,17.99,0.0,17.99,0,17,44.0,8,0.92,0,3.0,0,0,47,0.5249,1,10.0
6204,2021-12-23,26,IT,SmartTV,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,17,62.2,6,-0.41,0,27.9,0,0,48,0.7718,0,
6205,2021-04-09,65,CA,Mobile,Organic,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,4,29.0,6,0.85,0,34.0,1,0,57,0.9131,1,2.0
6206,2025-10-18,39,UK,Mobile,Paid Search,Premium,Monthly,PayPal,17.99,0.1,16.19,0,25,65.1,9,-0.54,1,24.4,0,0,2,0.6031,1,10.0
6207,2024-07-13,18,FR,Desktop,Affiliate,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,13,34.7,3,-0.82,0,34.2,0,0,18,0.8327,1,8.0
6208,2024-10-21,55,US,Mobile,Referral,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,13,48.7,12,0.38,1,31.2,1,0,14,0.9161,1,9.0
6209,2022-06-15,25,ES,Mobile,Paid Search,Premium,Monthly,Debit Card,17.99,0.05,17.09,1,12,46.7,2,-0.39,0,18.5,0,0,43,0.8069,1,5.0
6210,2024-03-16,36,CA,Tablet,Email,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,5,43.5,5,0.81,1,10.0,0,0,22,0.7793,1,5.0
6211,2021-04-20,44,US,Desktop,Social,Basic,Annual,Google Pay,9.99,0.2265787862780232,7.73,1,19,30.5,6,-0.49,0,1.0,0,0,56,0.546,0,
6212,2024-05-19,56,IT,Desktop,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,16,40.0,8,-0.27,1,3.1,0,0,19,0.4661,1,7.0
6213,2023-11-25,39,CA,Mobile,Affiliate,Standard,Monthly,PayPal,13.99,0.15,11.89,0,22,57.1,2,1.58,0,27.2,0,0,25,0.7307,0,
6214,2022-08-29,62,FR,Desktop,Social,Standard,Monthly,Prepaid,13.99,0.0,13.99,0,23,21.3,1,0.96,0,34.2,1,1,40,0.906,1,10.0
6215,2024-07-21,43,US,Desktop,Email,Standard,Monthly,Apple Pay,13.99,0.05,13.29,1,12,72.1,9,-0.49,2,17.9,0,0,17,0.789,0,
6216,2024-03-26,35,UK,Mobile,Paid Search,Premium,Monthly,Credit Card,17.99,0.1,16.19,0,23,18.2,3,0.57,0,10.5,0,0,21,0.5414,1,7.0
6217,2023-03-13,35,FR,Mobile,Referral,Basic,Monthly,Credit Card,9.99,0.05,9.49,1,10,71.5,6,0.45,0,7.0,0,0,34,0.5989,1,4.0
6218,2021-12-07,59,CA,Desktop,Organic,Basic,Monthly,PayPal,9.99,0.05,9.49,0,25,11.6,3,0.14,1,17.4,0,0,49,0.5946,0,
6219,2021-02-13,52,SE,SmartTV,Email,Premium,Monthly,Credit Card,17.99,0.0,17.99,1,24,50.9,6,-1.5,0,26.8,0,0,59,0.7434,1,8.0
6220,2025-09-09,24,SE,Mobile,Referral,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,7,69.0,4,0.4,0,16.1,0,0,4,0.749,1,12.0
6221,2022-05-29,57,US,Mobile,Organic,Premium,Monthly,PayPal,17.99,0.0,17.99,0,23,57.9,4,0.61,0,15.4,0,0,43,0.5407,0,
6222,2022-07-06,39,IT,Mobile,Social,Basic,Annual,Credit Card,9.99,0.15139487257549894,8.48,0,14,21.8,8,-0.23,1,34.9,1,0,42,0.7604,1,10.0
6223,2024-05-28,36,FR,Mobile,Organic,Standard,Monthly,Prepaid,13.99,0.0,13.99,0,8,42.8,6,-0.07,1,16.9,0,2,19,0.9214,1,9.0
6224,2022-04-11,23,UK,Desktop,Social,Basic,Monthly,Google Pay,9.99,0.0,9.99,1,18,39.4,6,1.65,0,10.3,1,1,45,0.9189,1,9.0
6225,2022-11-18,69,US,Mobile,Referral,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,0,6.4,4,1.63,0,18.0,0,0,37,0.7441,1,7.0
6226,2024-07-22,20,UK,Mobile,Paid Search,Standard,Monthly,Apple Pay,13.99,0.0,13.99,1,11,25.5,7,0.54,1,18.1,0,0,17,0.8743,1,7.0
6227,2023-12-24,69,SE,SmartTV,Referral,Premium,Monthly,PayPal,17.99,0.15,15.29,0,20,65.3,8,-0.47,2,10.4,0,0,24,0.7103,1,1.0
6228,2024-04-13,21,UK,Mobile,Referral,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,11,37.6,3,0.72,0,1.0,0,0,21,0.7176,0,
6229,2021-01-09,44,IT,Desktop,Email,Premium,Monthly,Credit Card,17.99,0.1,16.19,1,10,39.9,4,-2.21,0,23.6,0,0,60,0.8181,1,1.0
6230,2023-04-05,23,NL,SmartTV,Email,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,12,39.2,11,-0.58,1,20.0,0,0,33,0.8041,1,1.0
6231,2023-05-18,43,UK,Desktop,Organic,Basic,Annual,PayPal,9.99,0.2446998575737348,7.55,0,23,51.0,6,-2.22,0,14.1,0,0,31,0.4504,0,
6232,2024-02-29,61,IT,Mobile,Paid Search,Premium,Monthly,PayPal,17.99,0.0,17.99,0,11,68.5,7,-0.19,0,19.7,0,0,22,0.7415,1,5.0
6233,2021-10-04,48,ES,Mobile,Organic,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,16,60.1,11,-0.29,0,14.6,0,0,51,0.4757,1,6.0
6234,2021-10-19,46,SE,SmartTV,Paid Search,Basic,Monthly,Debit Card,9.99,0.05,9.49,0,19,40.5,8,0.46,0,20.7,0,0,50,0.74,1,9.0
6235,2024-10-24,24,DE,SmartTV,Organic,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,17,33.2,5,-0.3,0,17.1,0,0,14,0.619,1,5.0
6236,2024-05-14,67,FR,Mobile,Paid Search,Premium,Monthly,Apple Pay,17.99,0.1,16.19,0,7,62.5,5,-0.44,0,29.7,1,0,20,0.8766,1,5.0
6237,2025-01-21,37,UK,Desktop,Affiliate,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,25,33.2,3,-0.95,0,6.0,0,0,11,0.5425,1,6.0
6238,2022-05-10,45,ES,Mobile,Referral,Standard,Monthly,Google Pay,13.99,0.2,11.19,0,10,47.7,4,0.13,0,4.2,1,1,44,0.9095,1,1.0
6239,2025-12-27,64,DE,Mobile,Social,Premium,Annual,Credit Card,17.99,0.2613623766962523,13.29,0,6,84.7,5,0.51,1,32.1,0,0,1,0.6976,1,3.0
6240,2022-05-14,50,US,SmartTV,Organic,Standard,Monthly,Google Pay,13.99,0.05,13.29,0,19,20.9,3,0.29,0,10.2,0,0,44,0.6612,1,6.0
6241,2024-04-03,56,ES,Mobile,Organic,Premium,Monthly,Apple Pay,17.99,0.0,17.99,0,22,23.6,6,-0.24,1,37.5,0,0,21,0.764,1,11.0
6242,2021-10-24,27,SE,Mobile,Organic,Basic,Annual,Credit Card,9.99,0.1978919497092519,8.01,0,23,36.6,10,1.16,0,23.8,0,0,50,0.5022,0,
6243,2025-08-05,41,US,Desktop,Organic,Standard,Monthly,PayPal,13.99,0.0,13.99,0,16,26.2,1,-0.01,0,10.8,1,1,5,0.8732,1,7.0
6244,2022-08-30,46,US,SmartTV,Referral,Basic,Monthly,Credit Card,9.99,0.1,8.99,0,12,46.0,11,0.95,1,30.6,0,0,40,0.793,1,5.0
6245,2025-01-05,27,ES,SmartTV,Email,Standard,Monthly,PayPal,13.99,0.1,12.59,0,17,14.4,9,0.55,0,19.1,0,1,12,0.8019,0,
6246,2022-08-28,38,DE,Desktop,Affiliate,Standard,Annual,Debit Card,13.99,0.3428397758123327,9.19,0,7,71.9,2,-2.15,0,19.9,0,0,40,0.645,0,
6247,2024-12-15,61,DE,SmartTV,Email,Premium,Monthly,Apple Pay,17.99,0.1,16.19,0,24,33.3,4,-1.49,0,1.2,1,0,13,0.8234,1,11.0
6248,2023-04-10,66,ES,Tablet,Organic,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,17,27.6,5,-0.18,0,19.7,1,0,33,0.8406,0,
6249,2021-04-25,60,UK,SmartTV,Paid Search,Basic,Monthly,Debit Card,9.99,0.0,9.99,0,15,67.0,3,0.07,3,24.3,1,0,56,0.8325,1,4.0
6250,2021-12-14,66,IT,Desktop,Organic,Standard,Monthly,Prepaid,13.99,0.0,13.99,1,30,57.0,8,0.11,1,19.4,1,0,49,0.7972,1,7.0
6251,2024-06-01,69,FR,Desktop,Organic,Basic,Monthly,Google Pay,9.99,0.15,8.49,0,23,36.7,6,0.96,1,21.7,0,0,19,0.604,1,11.0
6252,2021-12-19,28,IT,SmartTV,Organic,Basic,Monthly,Apple Pay,9.99,0.1,8.99,0,5,48.4,8,-1.11,0,29.9,0,0,48,0.7928,0,
6253,2022-05-18,62,UK,Mobile,Social,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,19,36.3,3,-0.25,5,8.3,1,0,43,0.8728,1,4.0
6254,2023-09-17,50,ES,Desktop,Paid Search,Premium,Monthly,Debit Card,17.99,0.0,17.99,0,22,33.6,9,-0.46,1,16.7,0,0,27,0.6037,0,
6255,2022-04-08,62,CA,SmartTV,Affiliate,Basic,Monthly,Apple Pay,9.99,0.15,8.49,1,17,22.5,1,-0.45,1,7.6,0,0,45,0.7613,1,2.0
6256,2021-08-24,51,UK,SmartTV,Organic,Premium,Monthly,Debit Card,17.99,0.0,17.99,1,12,58.9,2,-0.45,0,6.1,0,0,52,0.8242,1,1.0
6257,2024-02-14,24,CA,Mobile,Social,Standard,Monthly,Google Pay,13.99,0.0,13.99,1,25,83.5,3,1.2,0,7.8,0,0,23,0.5519,0,
6258,2024-06-11,47,IT,Desktop,Social,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,19,25.4,9,-1.22,0,15.5,0,0,19,0.6452,0,
6259,2024-08-31,57,SE,SmartTV,Referral,Standard,Monthly,PayPal,13.99,0.0,13.99,1,10,42.5,10,1.0,1,16.6,0,1,16,0.8892,1,4.0
6260,2025-09-20,24,ES,Desktop,Paid Search,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,8,61.1,4,-0.28,0,27.2,0,0,3,0.8621,1,5.0
6261,2021-08-16,44,ES,Mobile,Organic,Basic,Monthly,Debit Card,9.99,0.05,9.49,0,20,61.8,6,0.63,0,1.8,1,0,52,0.7423,1,9.0
6262,2023-02-19,52,US,Mobile,Paid Search,Basic,Monthly,Credit Card,9.99,0.0,9.99,1,24,26.2,4,-1.15,1,23.0,1,0,34,0.8419,1,5.0
6263,2022-03-04,42,ES,Mobile,Organic,Standard,Monthly,Debit Card,13.99,0.2,11.19,0,17,51.3,1,0.99,0,9.5,0,0,46,0.7248,1,10.0
6264,2025-07-04,59,FR,Mobile,Paid Search,Basic,Monthly,Debit Card,9.99,0.0,9.99,1,20,25.3,8,-0.01,1,30.2,0,0,6,0.7483,1,2.0
6265,2023-09-13,24,FR,Mobile,Organic,Premium,Annual,Apple Pay,17.99,0.378849957649202,11.17,0,14,18.6,7,0.61,0,6.1,0,1,28,0.6911,0,
6266,2021-06-29,35,SE,Tablet,Social,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,29,12.4,7,1.2,1,10.2,0,1,54,0.7093,1,9.0
6267,2024-06-17,67,NL,Mobile,Email,Standard,Annual,Credit Card,13.99,0.2091300708051004,11.06,2,18,59.5,12,-0.66,2,11.8,0,0,18,0.6658,0,
6268,2021-03-20,44,ES,Mobile,Organic,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,20,19.4,2,0.81,1,33.3,0,0,57,0.7118,1,4.0
6269,2022-05-16,27,NL,Desktop,Paid Search,Standard,Monthly,Google Pay,13.99,0.15,11.89,2,20,40.6,4,-1.24,1,15.5,0,1,44,0.8885,1,5.0
6270,2024-08-10,24,UK,Mobile,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,19,52.5,2,-0.02,0,27.0,0,1,17,0.7889,1,3.0
6271,2023-07-13,48,ES,SmartTV,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,22,68.8,8,0.32,1,23.6,0,1,30,0.6072,1,6.0
6272,2024-10-21,66,FR,Mobile,Paid Search,Basic,Annual,Apple Pay,9.99,0.3748320201985522,6.25,0,0,43.0,5,-0.17,1,13.0,0,1,14,0.8058,1,8.0
6273,2023-11-09,20,DE,SmartTV,Referral,Standard,Monthly,Debit Card,13.99,0.1,12.59,0,9,51.6,3,-0.32,1,33.2,0,0,26,0.8503,0,
6274,2025-03-20,23,NL,Mobile,Organic,Basic,Monthly,PayPal,9.99,0.1,8.99,0,20,54.1,3,0.88,0,26.5,0,0,9,0.665,1,12.0
6275,2023-10-25,37,NL,SmartTV,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,1,12,32.7,9,1.74,2,7.8,0,0,26,0.8445,1,5.0
6276,2021-04-14,28,NL,Desktop,Email,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,19,31.7,4,-2.5,1,29.2,0,2,57,0.9211,1,9.0
6277,2021-05-11,24,US,SmartTV,Social,Basic,Monthly,Credit Card,9.99,0.15,8.49,1,18,44.9,6,0.94,0,22.2,0,0,56,0.7571,0,
6278,2024-11-19,33,FR,Desktop,Organic,Basic,Monthly,PayPal,9.99,0.1,8.99,0,12,44.8,6,-0.79,0,22.3,0,0,13,0.6136,1,2.0
6279,2021-03-12,51,CA,Tablet,Organic,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,24,82.4,9,-0.54,1,31.7,0,0,58,0.6599,1,12.0
6280,2022-11-19,60,IT,Mobile,Email,Standard,Annual,Prepaid,13.99,0.2858975286237255,9.99,0,12,47.2,3,1.82,0,4.8,0,0,37,0.3581,0,
6281,2021-01-30,33,NL,Mobile,Email,Basic,Monthly,Google Pay,9.99,0.1,8.99,0,20,42.5,6,-0.26,1,29.4,0,0,59,0.6049,0,
6282,2022-07-08,54,IT,Mobile,Social,Premium,Monthly,Google Pay,17.99,0.0,17.99,1,21,37.6,1,1.41,1,16.8,0,0,42,0.7619,1,1.0
6283,2023-12-23,60,CA,Tablet,Organic,Standard,Monthly,Credit Card,13.99,0.05,13.29,0,8,36.9,1,-0.68,0,32.5,0,0,24,0.8411,1,1.0
6284,2021-11-12,18,US,Desktop,Referral,Standard,Monthly,Credit Card,13.99,0.15,11.89,2,16,39.4,9,-1.5,1,10.5,0,0,50,0.9053,1,9.0
6285,2023-05-02,62,IT,Desktop,Paid Search,Basic,Monthly,Prepaid,9.99,0.0,9.99,1,22,53.5,11,0.76,0,30.2,0,0,32,0.5094,1,4.0
6286,2025-12-24,27,UK,Mobile,Organic,Standard,Annual,PayPal,13.99,0.2501832983461959,10.49,0,5,43.4,10,0.62,2,11.2,1,0,1,0.8001,1,3.0
6287,2021-05-09,53,FR,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,9,46.1,4,0.46,0,14.8,0,0,56,0.7602,0,
6288,2021-04-27,57,DE,Desktop,Organic,Standard,Monthly,PayPal,13.99,0.05,13.29,0,7,52.2,5,-0.54,0,19.1,0,0,56,0.7672,1,2.0
6289,2022-05-11,61,NL,Mobile,Organic,Standard,Annual,Google Pay,13.99,0.2637919115125307,10.3,1,25,34.2,5,-0.25,2,37.0,0,0,44,0.821,1,11.0
6290,2025-02-19,38,UK,Mobile,Social,Basic,Annual,Google Pay,9.99,0.18081514731958886,8.18,1,17,71.2,4,-0.45,0,8.0,0,0,10,0.5426,1,4.0
6291,2023-01-11,52,FR,SmartTV,Referral,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,25,5.7,7,0.31,1,15.2,0,0,36,0.5778,1,1.0
6292,2024-03-13,19,DE,Mobile,Email,Standard,Monthly,Debit Card,13.99,0.05,13.29,0,12,75.0,8,1.5,0,8.2,0,0,22,0.5401,1,12.0
6293,2021-03-03,41,IT,Desktop,Email,Standard,Annual,Credit Card,13.99,0.3011699163131537,9.78,0,28,34.8,6,-0.47,0,4.0,0,0,58,0.2511,0,
6294,2024-09-04,68,DE,Mobile,Referral,Premium,Annual,Credit Card,17.99,0.3663128896343372,11.4,0,12,20.6,3,1.24,1,13.7,0,0,16,0.6661,1,7.0
6295,2021-05-04,26,NL,Desktop,Organic,Basic,Monthly,Prepaid,9.99,0.15,8.49,1,4,68.1,8,0.15,0,38.1,0,0,56,0.8968,0,
6296,2024-07-23,25,US,Desktop,Paid Search,Standard,Monthly,PayPal,13.99,0.0,13.99,0,4,17.0,1,1.07,1,26.4,0,0,17,0.8261,1,8.0
6297,2021-09-28,54,NL,Tablet,Organic,Premium,Monthly,PayPal,17.99,0.05,17.09,0,10,72.9,7,-0.94,2,16.5,0,0,51,0.801,1,10.0
6298,2025-04-17,44,FR,Tablet,Social,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,14,5.1,5,-0.58,2,19.3,0,0,8,0.8388,1,1.0
6299,2022-06-25,41,UK,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,13,65.2,4,-0.52,0,9.7,0,0,42,0.7255,1,12.0
6300,2021-12-02,30,IT,Mobile,Social,Basic,Monthly,PayPal,9.99,0.0,9.99,0,14,34.7,11,0.97,1,9.5,0,0,49,0.7109,1,5.0
6301,2022-09-07,26,ES,Mobile,Organic,Basic,Monthly,Debit Card,9.99,0.0,9.99,1,12,28.7,7,-0.65,1,5.5,0,1,40,0.866,1,4.0
6302,2021-01-02,56,IT,Desktop,Social,Standard,Monthly,Prepaid,13.99,0.1,12.59,1,18,73.1,12,-0.98,0,10.8,1,0,60,0.818,1,2.0
6303,2021-10-29,36,IT,Mobile,Referral,Standard,Monthly,Apple Pay,13.99,0.15,11.89,0,2,25.4,11,-0.75,0,6.8,0,0,50,0.7692,0,
6304,2023-12-29,58,US,Desktop,Organic,Standard,Monthly,Debit Card,13.99,0.05,13.29,2,6,40.1,5,0.83,0,27.2,1,0,24,0.9058,1,1.0
6305,2022-07-04,41,UK,Mobile,Email,Standard,Monthly,Apple Pay,13.99,0.0,13.99,1,30,19.1,8,0.56,1,28.9,0,1,42,0.7881,1,10.0
6306,2022-10-09,38,ES,Desktop,Organic,Basic,Monthly,PayPal,9.99,0.0,9.99,0,20,47.8,2,0.47,0,1.3,0,0,39,0.481,0,
6307,2025-01-14,29,US,Mobile,Organic,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,3,56.8,7,-1.68,1,32.1,0,0,12,0.7725,1,6.0
6308,2021-08-15,52,US,SmartTV,Social,Standard,Monthly,Debit Card,13.99,0.0,13.99,0,14,80.2,8,0.74,0,28.8,1,1,53,0.8337,1,10.0
6309,2022-12-24,32,FR,SmartTV,Paid Search,Basic,Monthly,PayPal,9.99,0.1,8.99,0,6,54.6,8,0.74,0,7.9,0,0,36,0.769,1,6.0
6310,2021-12-06,65,US,Mobile,Affiliate,Premium,Annual,Google Pay,17.99,0.15266849144557385,15.24,0,19,26.2,8,-0.52,0,16.9,0,1,49,0.5896,1,2.0
6311,2023-06-01,39,FR,SmartTV,Paid Search,Standard,Annual,Google Pay,13.99,0.18448724543527562,11.41,0,12,40.4,4,-1.1,0,19.3,1,0,31,0.7653,0,
6312,2022-08-29,60,IT,Tablet,Organic,Basic,Monthly,PayPal,9.99,0.2,7.99,0,23,30.5,6,-0.38,0,18.7,0,0,40,0.6539,0,
6313,2021-03-26,42,DE,Mobile,Social,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,7,41.1,14,0.12,0,8.8,1,0,57,0.8186,0,
6314,2021-05-09,39,IT,Desktop,Affiliate,Premium,Monthly,PayPal,17.99,0.1,16.19,0,12,56.8,12,0.45,2,16.8,1,0,56,0.8346,1,9.0
6315,2025-04-06,41,ES,Mobile,Organic,Basic,Monthly,Credit Card,9.99,0.15,8.49,1,26,31.1,9,0.2,2,27.0,0,1,9,0.8578,1,8.0
6316,2021-04-14,40,CA,SmartTV,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,0,21,22.3,8,0.02,2,28.8,1,0,57,0.8398,1,5.0
6317,2024-11-30,42,CA,SmartTV,Affiliate,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,23,40.8,9,1.16,1,19.6,0,0,13,0.5779,1,3.0
6318,2025-07-31,64,UK,Desktop,Affiliate,Basic,Monthly,Credit Card,9.99,0.1,8.99,1,17,40.6,3,0.28,0,19.0,0,0,5,0.785,1,5.0
6319,2023-05-01,54,IT,Desktop,Affiliate,Standard,Monthly,PayPal,13.99,0.0,13.99,0,30,37.6,7,-1.42,0,25.4,0,1,32,0.6905,1,12.0
6320,2022-07-24,19,UK,Tablet,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,1,18,47.0,4,0.81,0,20.7,0,0,41,0.7677,1,1.0
6321,2024-11-18,21,SE,Desktop,Referral,Premium,Annual,Credit Card,17.99,0.13686606639464038,15.53,2,17,30.2,4,1.54,1,15.4,0,0,13,0.6562,0,
6322,2025-11-29,19,DE,Desktop,Organic,Premium,Monthly,Credit Card,17.99,0.0,17.99,1,8,40.6,7,0.39,1,4.3,0,2,1,0.8377,1,2.0
6323,2021-08-08,53,FR,Desktop,Social,Standard,Annual,PayPal,13.99,0.13278927908141422,12.13,0,9,17.9,8,-0.21,1,9.5,0,0,53,0.6447,0,
6324,2025-10-27,28,IT,SmartTV,Organic,Standard,Monthly,PayPal,13.99,0.2,11.19,0,25,51.4,8,-1.17,0,23.2,0,0,2,0.7407,0,
6325,2025-09-20,38,CA,Desktop,Paid Search,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,9,24.3,2,-0.54,2,3.5,0,0,3,0.6848,1,3.0
6326,2021-09-18,61,FR,Mobile,Affiliate,Standard,Annual,Google Pay,13.99,0.17156215396505714,11.59,0,13,48.4,1,1.06,2,14.9,1,0,51,0.7128,1,7.0
6327,2021-04-10,24,IT,Mobile,Organic,Premium,Monthly,Debit Card,17.99,0.0,17.99,1,25,21.9,5,-0.96,0,23.6,1,0,57,0.8931,0,
6328,2024-07-29,25,ES,Mobile,Organic,Premium,Monthly,Google Pay,17.99,0.0,17.99,0,25,27.1,3,1.28,0,14.8,1,0,17,0.7274,0,
6329,2021-05-22,22,US,Desktop,Social,Basic,Annual,Prepaid,9.99,0.24913091615666844,7.5,1,9,36.0,9,-0.16,1,26.7,0,1,55,0.7114,0,
6330,2024-01-03,32,ES,Mobile,Referral,Standard,Monthly,Apple Pay,13.99,0.0,13.99,0,25,75.4,5,-1.18,0,19.4,0,0,24,0.5447,0,
6331,2021-04-29,22,SE,Mobile,Paid Search,Premium,Monthly,Prepaid,17.99,0.05,17.09,0,19,57.9,2,-0.35,1,24.8,0,1,56,0.7321,1,3.0
6332,2024-06-15,50,NL,SmartTV,Referral,Standard,Monthly,PayPal,13.99,0.0,13.99,1,14,23.7,3,-0.61,1,16.2,0,0,19,0.7777,1,3.0
6333,2022-02-28,56,ES,SmartTV,Email,Basic,Monthly,Google Pay,9.99,0.0,9.99,0,22,52.9,6,0.6,1,1.0,0,0,46,0.4827,1,7.0
6334,2021-06-25,27,SE,Desktop,Social,Basic,Monthly,Credit Card,9.99,0.15,8.49,0,17,67.9,6,-0.89,1,18.6,0,0,54,0.7449,0,
6335,2021-05-02,45,CA,Tablet,Paid Search,Premium,Monthly,Debit Card,17.99,0.0,17.99,0,15,23.2,7,0.68,1,24.1,0,0,56,0.7529,1,12.0
6336,2021-12-11,33,FR,Desktop,Social,Standard,Annual,PayPal,13.99,0.22849145614902278,10.79,0,12,44.2,8,2.26,2,14.7,1,0,49,0.8072,1,11.0
6337,2023-09-15,22,CA,Desktop,Paid Search,Premium,Monthly,PayPal,17.99,0.0,17.99,0,11,55.3,9,0.5,2,12.7,0,0,28,0.6766,1,3.0
6338,2021-05-20,42,ES,Mobile,Organic,Basic,Annual,Credit Card,9.99,0.30432504908921654,6.95,0,20,52.6,9,1.35,0,1.0,0,0,55,0.341,1,1.0
6339,2025-01-04,54,ES,Desktop,Organic,Standard,Monthly,Google Pay,13.99,0.1,12.59,2,27,50.1,2,0.06,0,16.0,0,0,12,0.6523,0,
6340,2024-01-09,29,ES,Desktop,Paid Search,Premium,Annual,Credit Card,17.99,0.35866696410007887,11.54,0,3,17.4,9,-0.57,0,4.3,1,0,24,0.603,1,6.0
6341,2022-06-27,58,CA,Mobile,Organic,Standard,Annual,Credit Card,13.99,0.10078396098382039,12.58,1,11,52.4,7,0.16,1,22.0,0,0,42,0.5533,1,8.0
6342,2025-12-07,69,NL,Tablet,Organic,Standard,Monthly,Google Pay,13.99,0.0,13.99,0,13,7.4,10,-1.47,0,2.3,1,0,1,0.8297,1,2.0
6343,2024-04-17,20,DE,Mobile,Paid Search,Basic,Annual,Google Pay,9.99,0.12088007637519099,8.78,0,2,5.0,8,-0.66,2,15.8,0,0,20,0.6879,0,
6344,2024-05-12,26,US,Mobile,Affiliate,Basic,Monthly,Credit Card,9.99,0.0,9.99,0,0,5.0,5,-0.04,0,24.2,0,0,20,0.8684,1,8.0
6345,2021-11-14,33,US,SmartTV,Organic,Basic,Annual,PayPal,9.99,0.29532557936041703,7.04,0,22,79.0,7,0.54,0,16.8,0,0,50,0.5912,1,2.0
6346,2024-07-21,62,NL,Mobile,Affiliate,Basic,Annual,PayPal,9.99,0.10398989647747829,8.95,0,7,15.3,1,-0.34,0,17.9,1,0,17,0.9196,1,12.0
6347,2023-10-19,25,FR,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,11,50.2,4,-0.12,0,17.4,1,0,26,0.7985,1,7.0
6348,2025-12-03,42,UK,Desktop,Paid Search,Premium,Monthly,Debit Card,17.99,0.2,14.39,0,1,74.0,6,1.19,3,16.6,1,1,1,0.912,1,8.0
6349,2023-05-23,45,UK,Mobile,Affiliate,Premium,Monthly,Prepaid,17.99,0.0,17.99,1,14,44.6,4,0.63,1,28.1,0,0,31,0.772,1,1.0
6350,2024-05-23,24,IT,Tablet,Organic,Basic,Annual,Credit Card,9.99,0.13889841240387243,8.6,0,20,37.6,5,-0.7,0,13.5,0,2,19,0.5896,0,
6351,2022-09-15,20,IT,Mobile,Social,Basic,Monthly,Apple Pay,9.99,0.0,9.99,0,14,41.3,6,0.45,0,35.3,0,0,40,0.6972,1,3.0
6352,2021-03-15,24,DE,SmartTV,Referral,Basic,Monthly,Prepaid,9.99,0.1,8.99,0,22,61.3,4,-0.64,1,20.3,0,0,58,0.7059,0,
6353,2021-08-22,20,IT,Mobile,Social,Basic,Monthly,Apple Pay,9.99,0.15,8.49,0,21,54.6,1,-0.4,1,11.2,1,0,52,0.9037,1,5.0
6354,2025-05-03,44,NL,Mobile,Organic,Standard,Monthly,Credit Card,13.99,0.1,12.59,1,4,62.1,6,-0.61,0,30.9,0,0,8,0.8709,1,11.0
6355,2024-09-09,66,FR,Desktop,Social,Standard,Monthly,Credit Card,13.99,0.0,13.99,0,19,42.9,7,-0.41,2,9.9,0,1,16,0.7512,1,5.0
